Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Gopal. Dr. K,434174,2465,46.1%,All India Anna Dravida Munnetra Kazhagam
2,Vijayan. A.K.S,328095,2465,34.8%,Dravida Munetra Kazhagam
3,Palanisamy. G,90313,171,9.6%,Communist Party Of India
4,Vadivel Ravanan,43506,118,4.6%,Pattali Makkal Katchi
5,Senthilpandian. Thalai. T.A.P,23967,99,2.5%,Indian National Congress
6,Thangasamy. V,1851,82,0.2%,Bahujan Samaj Party
7,Devaki. G,1847,82,0.2%,Independent
8,Mohan. G,1754,82,0.2%,Independent
9,Murugaiyan. K,1033,82,0.1%,Independent
