Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Sumedhanand Saraswati,499428,600,46.9%,Bharatiya Janta Party
2,Pratap Singh Jat,260232,600,24.4%,Indian National Congress
3,Subhash Maharia,188841,400,17.7%,Independent
4,Amara Ram,53134,200,5.0%,Communist Party Of India (MARXIST)
5,Major Surendra Kumar Punia,15666,200,1.5%,Aam Aadmi Party
6,Pratap Singh,10666,200,1.0%,Independent
7,Ajaypal,7036,200,0.7%,Independent
8,Swami Bhagirath Singh Kharrante Bhadhadar,5387,200,0.5%,Akhil Bharat Hindu Mahasabha
9,Duli Chand Kumawat,4375,200,0.4%,Independent
10,Gulam Nabi Azad,4112,200,0.4%,Bahujan Samaj Party
11,Surendra Kumar Phulwariya,3633,200,0.3%,Independent
12,Kanhaiya Lal Balai,2169,200,0.2%,Independent
13,Ramesh Sharma,1635,200,0.2%,Bhartiya Party
14,Satish Kumar Sharma,1058,200,0.1%,Jago Party
15,Vimal Indoria,968,200,0.1%,Jai Maha Bharath Party
