Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Rama Chandra Hansdah,393779,2200,37.4%,Biju Janata Dal
2,Nepole Raghu Murmu,270913,2200,25.7%,Bharatiya Janta Party
3,Debashis Marndi,172984,600,16.4%,Jharkhand Mukti Morcha
4,Shyam Sundar Hansdah,142165,600,13.5%,Indian National Congress
5,Prabhudan Marandi,14632,200,1.4%,Aama Odisha Party
6,Dashmat Soren,12041,200,1.1%,Bahujan Samaj Party
7,Chhabi Mahali,8183,200,0.8%,Aam Aadmi Party
8,Devi Prasanna Besra,8133,200,0.8%,Independent
9,Anta Alok Baskey,7052,200,0.7%,Ajsu Party
