Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Tapas Mandal,590451,1345,43.6%,All India Trinamool Congress
2,Archana Biswas,388684,1345,28.7%,Communist Party Of India (MARXIST)
3,Supravat Biswas,233670,370,17.3%,Bharatiya Janta Party
4,Pratap Kanti Ray,92218,155,6.8%,Indian National Congress
5,Utpala Biswas,9116,89,0.7%,Bahujan Samaj Party
6,Subhas Chandra Sarkar,8658,89,0.6%,Independent
7,Paresh Halder,7952,89,0.6%,Socialist Unity Centre Of India (COMMUNIST)
8,Nadiyar Chand Mondal,3992,89,0.3%,Republican Party Of India (A)
9,Chaitanya Barai,3829,89,0.3%,Nirjatita Samaj Biplabi Party
