Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Vishnu Deo Sai,662478,1200,53.2%,Bharatiya Janta Party
2,Arti Singh,445728,1200,35.8%,Indian National Congress
3,Kripa Shankar Bhagat,27152,200,2.2%,Bahujan Samaj Party
4,Prakash Kumar Uranw,12860,200,1.0%,Independent
5,Tara Singh Rathiya,12133,200,1.0%,Aam Aadmi Party
6,Kriparam Sidar,11227,200,0.9%,Gondvana Gantantra Party
7,Bajarang Sidar,11098,200,0.9%,Independent
8,Ram Narayan Ayam,8747,200,0.7%,Ambedkarite Party Of India
9,Dhananjay Rathiya,8046,200,0.6%,Independent
10,Amrit Tirkey,7975,200,0.6%,Independent
11,Joseph Bara,5168,200,0.4%,Independent
12,Paulus Kujur,5094,200,0.4%,Bahujan Mukti Party
