Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Anju Bala,412575,4182,41.3%,Bharatiya Janta Party
2,Ashok Kumar Rawat,325212,4182,32.6%,Bahujan Samaj Party
3,Jai Prakash,194759,576,19.5%,Samajwadi Party
4,Om Prakash,33075,132,3.3%,Indian National Congress
5,Hans Mukhi Katheria,8635,96,0.9%,Independent
6,Swadesh Kumar,2970,96,0.3%,Independent
7,Kanedi,2773,96,0.3%,Bahujan Mukti Party
8,Rampal,2234,96,0.2%,Independent
9,Shabnum,1785,96,0.2%,Independent
10,Rajesh Kumar S/o Parmeshwar Deen,1158,96,0.1%,Bharatiya Republican Paksha
11,Harinam,1003,96,0.1%,Socialist Party (India)
12,Rajesh Kumar S/o Babooram,951,96,0.1%,Independent
13,Nagpal,847,96,0.1%,Bhartiya Krishak Dal
14,Mansharam Gautam,704,96,0.1%,Communist Party Of India (Marxist-Leninist) Red Star
