Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Kirit Somaiya,525285,228,61.0%,Bharatiya Janta Party
2,Sanjay Dina Patil,208163,228,24.2%,Nationalist Congress Party
3,Medha Patkar,76451,96,8.9%,Aam Aadmi Party
4,Matchindra Hanumantrao Chate,17427,67,2.0%,Bahujan Samaj Party
5,Prof. Avinash Dolas,8833,61,1.0%,Bharipa Bahujan Mahasangh
6,Bansode Dilip Bapu,2784,59,0.3%,Independent
7,Sanjay Saoji Deshpande,2752,59,0.3%,Independent
8,Firoz Ahmed Siddiqui,2243,59,0.3%,Independent
9,Tukaram Baburao Mane,1838,59,0.2%,Bahujan Mukti Party
10,Deepak Digambar Shinde,1359,59,0.2%,Independent
11,Prakash Sadashiv Pancharas,1325,59,0.2%,Maharashtra Parivartan Sena (T)
12,Prashant Dnyaneshwar Gangawane,1308,59,0.2%,Prabuddha Republican Party
13,Sayed Gulamhusain Amirhamza,1012,59,0.1%,Republican Party Of India
14,Khan Shamim Banu,902,59,0.1%,Independent
15,Tupsoundarya Sunita Mohan,881,59,0.1%,Independent
16,Sabir Mehandi Hasan,626,59,0.1%,Independent
17,Hayat Abdullah Shaikh,621,59,0.1%,Indian Union Muslim League
18,Adv. Amarsen Baburao Babar,468,59,0.1%,Independent
19,Ananda Sakharam Bhalerao,369,59,0.0%,Independent
