Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Dr. Harsh Vardhan,437938,1699,44.6%,Bharatiya Janta Party
2,Ashutosh,301618,1699,30.7%,Aam Aadmi Party
3,Kapil Sibal,176206,398,17.9%,Indian National Congress
4,Dildar Hussain Beg,28605,117,2.9%,Independent
5,Narendra Kumar Pandey,7746,92,0.8%,Bahujan Samaj Party
6,Ashutosh,4504,92,0.5%,Independent
7,Hariom Sharma,3531,92,0.4%,All India Trinamool Congress
8,Sanjay Gandhi,3390,92,0.3%,Braj Vikas Party
9,Vijay Shanker Chaubey,1829,92,0.2%,Independent
10,Abdul Amir Amiro,1765,92,0.2%,Independent
11,Ajay Kumar Khemka,1643,92,0.2%,Kalyankari Jantantrik Party
12,Jagmohan Singh Bakshi,1553,92,0.2%,Atulya Bharat Party
13,Gagan Rastogi,1424,92,0.1%,Independent
14,Bir Singh Soni,881,92,0.1%,Independent
15,Surender Singh,789,92,0.1%,Independent
16,Balram Bari,602,92,0.1%,Independent
17,Musarrat Jahan,592,92,0.1%,Rashtriya Janmorcha
18,Rashmi Kashyap,538,92,0.1%,Bhartiya Pragatisheel Congress
18,Mohd. Mursaleem,538,92,0.1%,Peace Party
20,Dhan Raj Chauhan,308,92,0.0%,Naya Daur Party
21,Jagjeet Singh,290,92,0.0%,Bharatiya Gaon Taj Dal
22,Altaf Husain,272,92,0.0%,Bhartiya Janta Dal (Integrated)
23,Dr. Tarun Kumar,263,92,0.0%,Vishva Shakti Party
24,Tariq Mirza,253,92,0.0%,Republican Party Of India (A)
25,Md. Afaq,251,92,0.0%,Jai Maha Bharath Party
