Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Vinod Kumar Boinapally,505783,926,44.9%,Telangana Rashtra Samithi
2,Ponnam Prabhakar,300706,926,26.7%,Indian National Congress
3,Chennamaneni Vidya Sagar Rao,214828,421,19.1%,Bharatiya Janta Party
4,Shaik Mahmood,39325,120,3.5%,Welfare Party Of India
5,B. Laxman,11333,89,1.0%,Bahujan Samaj Party
6,Reddi Malla Srinivas,8040,89,0.7%,Republican Party Of India (A)
7,Mohammed Amjad Mohiuddin,6720,89,0.6%,Independent
8,Burla. Ravi,4769,89,0.4%,Nationalist Congress Party
9,Kandem Prabhakar,4731,89,0.4%,Independent
10,L. Prabhakar Reddy,3944,89,0.4%,Pyramid Party Of India
11,Srinivas Reddy Lingampally,3865,89,0.3%,Independent
12,Dr.Dharmaiah Vendavetla,3773,89,0.3%,Bahujan Mukti Party
13,Meesala Raji Reddy,3080,89,0.3%,Yuvajana Sramika Rythu Congress Party
14,Mallesh Yadav Barla,2760,89,0.2%,Independent
15,Uppuleti.Laxman,2448,89,0.2%,Independent
16,Ranaveni Lakshman,2062,89,0.2%,New India Party
17,Pulikota Ramesh,1777,89,0.2%,Independent
