Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Adv.Joice George,382019,9000,46.6%,Independent
2,Adv.Dean Kuriakose,331477,9000,40.4%,Indian National Congress
3,Adv.Sabu Varghese,50438,200,6.2%,Bharatiya Janta Party
4,Silvi Sunil,11215,200,1.4%,Aam Aadmi Party
5,Muhammed Sharafudheen,10401,200,1.3%,Social Democratic Party Of India
6,Joyce George,6024,200,0.7%,Independent
7,T.K.Tomy,3971,200,0.5%,Communist Party Of India (Marxist-Leninist) Red Star
8,Joice George,3057,200,0.4%,Independent
9,Appanchira Ponnappan,2477,200,0.3%,Bahujan Samaj Party
10,Somini Prabhakaran,1925,200,0.2%,Independent
11,Shoby Joseph,1179,200,0.1%,Independent
12,James Joseph,1158,200,0.1%,Independent
13,Anish Mariyil,629,200,0.1%,Independent
14,P.C.Jolly,550,200,0.1%,Independent
15,Biju Joseph,493,200,0.1%,Independent
16,Adv.Chittoor Rajamannar,415,200,0.1%,Independent
