Position,Candidate Name,Votes,MinSample,Votes %,Party
1,V.Elumalai,502721,600,45.9%,All India Anna Dravida Munnetra Kazhagam
2,R.Sivanandam,258877,600,23.6%,Dravida Munetra Kazhagam
3,A.K.Moorthy,253332,600,23.1%,Pattali Makkal Katchi
4,M.K.Vishnu Prasad,27717,200,2.5%,Indian National Congress
5,K.Moorthy,10263,200,0.9%,Independent
6,V.Moorthy,8059,200,0.7%,Independent
7,A.Ganesan,5573,200,0.5%,Bahujan Samaj Party
8,P.Loganathan,4331,200,0.4%,Independent
9,M.Munusamy,2598,200,0.2%,Independent
10,V.Anna Venkatesh,2372,200,0.2%,Anaithindia Dravidar Samudaya Munnetra Kazhagam
11,S.Manikandan,1952,200,0.2%,Independent
12,S.Ramamoorthy,1760,200,0.2%,Independent
13,S.Senthilnathan,1746,200,0.2%,Independent
14,A.Mahadevan,1309,200,0.1%,Independent
15,K.Elumalai,1243,200,0.1%,Independent
16,M.Durairaj,910,200,0.1%,Independent
17,H.Senthilkumar,798,200,0.1%,Independent
18,R.Saraswathi,668,200,0.1%,Independent
19,S.Elumalai,513,200,0.0%,Independent
