Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Abhishek Banerjee,508481,10400,40.3%,All India Trinamool Congress
2,Dr. Abul Hasnat,437183,10400,34.7%,Communist Party Of India (MARXIST)
3,Abhijit Das (BOBBY),200858,600,15.9%,Bharatiya Janta Party
4,Md. Qamruzzaman Qamar,63047,200,5.0%,Indian National Congress
5,Sudip Kumar Saha,8740,200,0.7%,Independent
6,Sougata Ghosh,6634,200,0.5%,Independent
7,Sailen Sadhukhan,6633,200,0.5%,Independent
8,Bechu Mondal,3607,200,0.3%,Independent
9,Nazma Yasmeen,3272,200,0.3%,Welfare Party Of India
10,Dilip Kumar Mandal,2892,200,0.2%,Bahujan Samaj Party
11,Ajay Ghosh,2529,200,0.2%,Socialist Unity Centre Of India (COMMUNIST)
12,Jaynal Abedin Mondal,1856,200,0.1%,Indian Union Muslim League
13,Bijan Majumder,1348,200,0.1%,Independent
14,Samir Putatunda,1322,200,0.1%,Party For Democratic Socialism
15,Habibur Rahaman Molla,1260,200,0.1%,Rashtriya Janasachetan Party (R.J.P.)
16,Alok Sen,977,200,0.1%,Independent
