Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Bodhsingh Bhagat,480594,4600,43.2%,Bharatiya Janta Party
2,Hina Likhiram Kawre,384553,4600,34.5%,Indian National Congress
3,Anubha Munjare,99392,200,8.9%,Samajwadi Party
4,Yogesh Nanaji Samrite,46345,200,4.2%,Bahujan Samaj Party
5,Ashok Kumar Masih,20297,200,1.8%,Communist Party Of India
6,Smt. Hirasan Uikey,15801,200,1.4%,Gondvana Gantantra Party
7,Jabalpur High Court Advocate And Writer Sukharam Astkar Lanji,11767,200,1.1%,Independent
8,Sandeep Soni,10444,200,0.9%,Independent
9,U. K. Choudhary (MUNNA BHAIYA),9898,200,0.9%,Aam Aadmi Party
10,Shankar Kansre Lodhi (SAMAJ SEWAK),6374,200,0.6%,Independent
11,Laxminarayan Dehariya,4427,200,0.4%,Bahujan Mukti Party
12,Vivek Mishra (LALU BHAIYA),4397,200,0.4%,Jai Maha Bharath Party
13,Gautam Ramteke,3250,200,0.3%,Republican Party Of India (KHOBRAGADE)
14,Dr. Asra Anjum Farooqui,3243,200,0.3%,Republican Party Of India (A)
15,Nandlal Uikey,3008,200,0.3%,Chhattisgarh Swabhiman Manch
16,Asif Khan,2652,200,0.2%,Minorities Democratic Party
