Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Muttamsetti Srinivasa Rao (AVANTHI),568463,19800,49.5%,Telugu Desam
2,Gudivada Amarnadh,520531,19800,45.3%,Yuvajana Sramika Rythu Congress Party
3,Vijaya Lakshmi Thota,17770,200,1.5%,Indian National Congress
4,Karanam Tirupathi Rao,14834,200,1.3%,Bahujan Samaj Party
5,Kondaraju Jampana,6261,200,0.5%,Jai Samaikyandhra Party
6,Vadlamuri Krishna Swaroop,5506,200,0.5%,Dalita Bahujana Party
7,Appalaraju Sadaram,3228,200,0.3%,Independent
8,Sarisa Leela Prasanna Kumari,2875,200,0.3%,Pyramid Party Of India
