Position,Candidate Name,Votes,MinSample,Votes %,Party
1,C. R. Patil,820831,200,70.7%,Bharatiya Janta Party
2,Maksud Mirza,262715,200,22.6%,Indian National Congress
3,Mehul Patel,14299,200,1.2%,Aam Aadmi Party
4,Chauhan Kesavbhai Malabhai (MASTER),11240,200,1.0%,Bahujan Samaj Party
5,Lataben Ashokkumar Dwivedi,7560,200,0.7%,Independent
6,Saiyed Mehmud Ahmed,6069,200,0.5%,Independent
7,Rohit Gandhi,4267,200,0.4%,Independent
8,Aslam Mistry,3853,200,0.3%,Bharatiya Bahujan Congress
9,Hasan Shaikh,3510,200,0.3%,Independent
10,Ravshaheb Bhimrav Patil (BANDHU),2888,200,0.2%,Independent
11,Vimal Patel (ENDHAL),2739,200,0.2%,Independent
12,Percy Munshi,2235,200,0.2%,Independent
13,Warde Rajubhai Bhimrao,2156,200,0.2%,Bahujan Mukti Party
14,Ramjan Mansuri(JOURNALIST),1787,200,0.2%,Independent
15,Patel Bhupendrakumar Dhirubhai,1264,200,0.1%,Janata Dal (United)
16,Sonal Kellogg,1089,200,0.1%,Voters Party
17,Keshavji L. Saradva,1059,200,0.1%,Independent
18,Arun S. Pathak(JOURNALIST),1030,200,0.1%,Independent
19,Pyarelal Bharti,834,200,0.1%,Hindusthan Nirman Dal
