Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Kiren Rijiju,169367,2076,50.5%,Bharatiya Janta Party
2,Takam Sanjoy,127629,2076,38.0%,Indian National Congress
3,Jalley Sonam,14664,101,4.4%,Peoples Party Of Arunachal
4,Gumjum Haider,9135,89,2.7%,All India Trinamool Congress
5,Gicho Kabak,6065,81,1.8%,Nationalist Congress Party
6,Habung Payeng,3647,73,1.1%,Aam Aadmi Party
7,Subu Kechi,2362,73,0.7%,Independent
8,Taba Taku,980,73,0.3%,Lok Bharati
