Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Dinesh Kashyap,385829,1101,50.1%,Bharatiya Janta Party
2,Deepak Karma (BUNTY),261470,1101,34.0%,Indian National Congress
3,Bimala Sori,33883,95,4.4%,Communist Party Of India
4,Soni Sori,16903,78,2.2%,Aam Aadmi Party
5,Ad. Manbodh Baghel,9774,71,1.3%,Bahujan Samaj Party
6,Arjun Singh Thakur,8966,71,1.2%,Ambedkarite Party Of India
7,Shankar Thakur,8136,71,1.1%,Samajwadi Party
8,Com. Devchand Duruv,6180,71,0.8%,Communist Party Of India (Marxist-Leninist) Red Star
