Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Marutharajaa R.P.,462693,800,44.9%,All India Anna Dravida Munnetra Kazhagam
2,Seemanur Prabu S.,249645,800,24.2%,Dravida Munetra Kazhagam
3,Parivendar Pachamuthu T.R.,238887,800,23.2%,Bharatiya Janta Party
4,Rajasekaran M.,31998,200,3.1%,Indian National Congress
5,Ramar Yadav K.,6324,200,0.6%,Tamil Nadu Makkal Congress
6,Marutharaj P.,3940,200,0.4%,Independent
7,Velayutham C.,2995,200,0.3%,Independent
8,Selvaraj V.M.,2924,200,0.3%,Bahujan Samaj Party
9,Pachamuthu N.,2762,200,0.3%,Independent
10,Viswanathan A.,2369,200,0.2%,Independent
11,Prabu S.,2211,200,0.2%,Independent
12,Vadivelu P.,1821,200,0.2%,Independent
13,Anbil Thangamani K.,1636,200,0.2%,Independent
14,Thozhar Tamilselvan P.,1509,200,0.1%,United Communist Party Of India
15,Rajasekar T.,1490,200,0.1%,Independent
16,Mani P.,1302,200,0.1%,Independent
17,Subramani D.,1201,200,0.1%,Independent
18,Abdul Rahman R.,1018,200,0.1%,Independent
19,Sivaperumal K.,986,200,0.1%,Independent
20,Chinna Rajendran C.,877,200,0.1%,Independent
21,Rengaraju M.,633,200,0.1%,Independent
