Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Aparupa Poddar (AFRIN ALI),748764,600,55.0%,All India Trinamool Congress
2,Saktimohan Malik,401919,600,29.5%,Communist Party Of India (MARXIST)
3,Madhusudan Bag,158480,200,11.6%,Bharatiya Janta Party
4,Sambhunath Malik,27872,200,2.0%,Indian National Congress
5,Ganesh Bag,7062,200,0.5%,Jharkhand Disom Party
