x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Anil Kumar Yadav,1400,"90,250",51.3%,Rashtriya Janata Dal,
2,2,Janardan Yadav,1400,"64,299",36.6%,Bharatiya Janta Party,
3,3,Prince Victor,200,"4,377",2.5%,Jan Adhikar Party (Loktantrik),
4,4,Guru Prasad Yadav,200,"2,483",1.4%,Bahujan Samaj Party,
5,5,Shyam Deo Roy,200,"2,410",1.4%,Communist Party Of India,
6,6,Sadhan Kumar Yadav,200,"1,292",0.7%,Independent,
7,7,Binod Uranw,200,"1,285",0.7%,Jharkhand Mukti Morcha,
8,8,Papu Kumar Singh,200,"1,147",0.7%,Independent,
9,9,Ashok Kumar Bhagat,200,996,0.6%,Shiv Sena,
10,10,Indra Nand Yadav,200,967,0.6%,Samajwadi Party,
11,11,Mohammad Rahmat Ali,200,864,0.5%,Bahujan Mukti Party,
12,12,Navi Hassan,200,836,0.5%,Rashtravadi Janata Party,
