x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Manish Kumar,1097,"68,858",44.4%,Janata Dal (United),
2,2,Bhudeo Choudhary,1097,"44,704",28.8%,Rashtriya Lok Samta Party,
3,3,Munilal Paswan,278,"24,501",15.8%,Communist Party Of India,
4,4,Vijay Paswan,96,"3,345",2.2%,Sarvajan Kalyan Loktantrik Party,
5,5,Pushpalata Kumari,87,"2,642",1.7%,Bahujan Samaj Party,
6,6,Neelu Devi,87,"2,319",1.5%,Bhartiya Dalit Party,
7,7,Anil Rajak,79,"1,489",1.0%,Garib Janta Dal (Secular),
8,8,Ganesh Paswan,79,"1,345",0.9%,Samajwadi Party,
