x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Shambhu Nath Yadav,1200,"94,079",52.0%,Rashtriya Janata Dal,
2,2,Vivek Thakur,1200,"63,303",35.0%,Bharatiya Janta Party,
3,3,Ajit Chaudhary,200,"5,690",3.2%,Bahujan Samaj Party,
4,4,Ayodhaya Kumar Singh,200,"3,330",1.8%,Communist Party Of India (Marxist-Leninist) (Liberation),
5,5,Ramesh Kumar,200,"2,736",1.5%,Independent,
6,6,Prabind Kumar Singh,200,"1,733",1.0%,Communist Party Of India,
7,7,Vyas Muni Ojha,200,"1,493",0.8%,Independent,
8,8,Manoj Kumar Singh,200,"1,435",0.8%,Shiv Sena,
9,9,Subhash Pandey,200,"1,394",0.8%,Independent,
10,10,Praphull Tiwari,200,908,0.5%,Independent,
11,11,Sunil Chaturvedi,200,906,0.5%,Samajwadi Party,
12,12,Damodar Yadav,200,864,0.5%,Jan Adhikar Party (Loktantrik),
13,13,Parshu Ram Prasad,200,404,0.2%,Bahujan Mukti Party,
