x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Kedar Nath Singh,2590,"69,851",45.9%,Rashtriya Janata Dal,
2,2,Tarkeshwar Singh,2590,"53,900",35.4%,Bharatiya Janta Party,
3,3,Virendra Kumar Ojha,153,"13,545",8.9%,Independent,
4,4,Bikrma Ram,76,"1,481",1.0%,Bahujan Samaj Party,
5,5,Narayan Pd. Yadaw,76,"1,304",0.9%,Garib Janta Dal (Secular),
6,6,Bhim Upadhyay,76,"1,291",0.9%,Independent,
7,7,Mainejer Ray,76,"1,120",0.7%,Communist Party Of India,
8,8,Sanjeev Kumar Mishra,76,"1,082",0.7%,Samras Samaj Party,
9,9,Dhananjay Kumar Ray,76,945,0.6%,Bihar Janta Party,
10,10,Dr. Gopal Prasad,76,564,0.4%,Bhartiya New Sanskar Krantikari Party,
11,11,Byas Manjhi,76,555,0.4%,Bahujan Mukti Party,
