x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dr. Ramanuj Prasad,600,"86,082",54.9%,Rashtriya Janata Dal,
2,2,Vinay Kumar Singh,600,"49,686",31.7%,Bharatiya Janta Party,
3,3,Binod Kumar Singh,200,"3,606",2.3%,Independent,
4,4,Pradeep Kumar Sahni,200,"3,265",2.1%,Sarvajan Kalyan Loktantrik Party,
5,5,Sudhir Kumar Singh Alias Bhola Singh,200,"2,312",1.5%,Independent,
6,6,Ashok Singh,200,"2,172",1.4%,Independent,
7,7,Hem Narayan Singh,200,"1,394",0.9%,Shiv Sena,
8,8,Sukhnnandan Singh Rathor,200,"1,142",0.7%,Communist Party Of India,
9,9,Amod Kumar Singh,200,891,0.6%,Samras Samaj Party,
10,10,Rajkumar Hazra,200,712,0.5%,Independent,
11,11,Gonar Mahto,200,539,0.3%,Independent,
12,12,Sita Sarojani,200,443,0.3%,Samajwadi Party,
13,13,Kumar Samarjeet Singh,200,350,0.2%,Jawan Kisan Morcha,
