x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ashok Kumar Singh,10600,"57,501",37.2%,Bharatiya Janta Party,
2,2,Ambika Singh,10600,"49,490",32.0%,Rashtriya Janata Dal,
3,3,Pramod Singh Alias Pappu Singh,1400,"35,796",23.2%,Bahujan Samaj Party,
4,4,Hari Narayan Bind,200,"3,641",2.4%,Jai Hind Samaj Party,
5,5,Yogendra Singh,200,"1,407",0.9%,Samajwadi Party,
6,6,Subash Singh,200,"1,015",0.7%,Independent,
7,7,Baban Singh,200,898,0.6%,Communist Party Of India (Marxist-Leninist) (Liberation),
8,8,Shivpujan Kewat,200,680,0.4%,Independent,
9,9,Ram Sudhakar Tiwari,200,608,0.4%,Hind Congress Party,
10,10,Rajnath Singh,200,520,0.3%,Jan Adhikar Party (Loktantrik),
11,11,Rajnarayan Rao,200,355,0.2%,Independent,
12,12,Baristar Paswan,200,332,0.2%,Independent,
13,13,Chhote Lal,200,282,0.2%,Independent,
