x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ashok Kumar,2400,"82,766",47.6%,Rashtriya Janata Dal,
2,2,Jawahar Prasad,2400,"63,154",36.3%,Bharatiya Janta Party,
3,3,Krishna Kumar Singh,200,"9,247",5.3%,Independent,
4,4,Dineshwar Singh,200,"3,793",2.2%,Bahujan Samaj Party,
5,5,Satendra Sah,200,"2,646",1.5%,Samajwadi Party,
6,6,Jyoti Rashmi,200,"1,475",0.9%,Rashtra Sewa Dal,
7,7,Satyanand Kumar,200,"1,442",0.8%,Independent,
8,8,Chandrama Das,200,"1,248",0.7%,Independent,
9,9,Daya Shankar Pandey,200,"1,245",0.7%,Independent,
10,10,Dipak Kumar Singh,200,"1,112",0.6%,Independent,
11,11,Deen Dayal Singh,200,755,0.4%,Independent,
12,12,Arjun Kumar Singh,200,712,0.4%,Independent,
13,13,Parmanand Singh Kushwaha,200,610,0.4%,Rashtriya Samanta Dal,
14,14,Mohammad Satar Ansari,200,577,0.3%,Communist Party Of India (MARXIST),
