x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dadan Yadav,1000,"81,081",47.9%,Janata Dal (United),
2,2,Ram Bihari Singh,1000,"50,742",30.0%,Rashtriya Lok Samta Party,
3,3,Srikant Singh,200,"14,656",8.7%,Independent,
4,4,Sushila Devi,200,"4,216",2.5%,Communist Party Of India (Marxist-Leninist) (Liberation),
5,5,Daud Ali,200,"4,216",2.5%,Jan Adhikar Party (Loktantrik),
6,6,Pradeep Kumar,200,"3,033",1.8%,Bahujan Samaj Party,
7,7,Rahul Pratap Singh,200,"1,684",1.0%,Independent,
8,8,Sheo Gopal Choudhary,200,"1,081",0.6%,Independent,
9,9,Niraj Kumar Singh,200,795,0.5%,Independent,
10,10,Arabind Kumar Pandey,200,753,0.4%,Independent,
11,11,Mohammad Afzal Ansari,200,736,0.4%,Independent,
12,12,Ravi Shankar Rai,200,726,0.4%,Independent,
13,13,Ravi Rai,200,704,0.4%,Independent,
14,14,Vinit Kumar Mishra,200,414,0.2%,Janta Dal Rashtravadi,
15,15,Dhiraj Kumar,200,402,0.2%,Independent,
16,16,Deo Kant Mishra,200,310,0.2%,Independent,
