x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dr. Rajesh Kumar,2000,"62,902",47.6%,Rashtriya Janata Dal,
2,2,Rajendra Prasad Gupta,2000,"46,955",35.5%,Bharatiya Janta Party,
3,3,Ram Saran Prasad Yadav,200,"11,767",8.9%,Communist Party Of India,
4,4,Neeta Sharma,200,"2,617",2.0%,Independent,
5,5,Umesh Kumar Singh,200,"1,938",1.5%,Jan Adhikar Party (Loktantrik),
6,6,Atique Ahmad Khan,200,"1,838",1.4%,Samajwadi Party,
7,7,Awdhesh Kuwar,200,"1,794",1.4%,Bahujan Samaj Party,
