x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Narayan Prasad,3341,"66,697",44.4%,Bharatiya Janta Party,
2,2,Baidyanath Prasad Mahto,3341,"52,362",34.8%,Janata Dal (United),
3,3,Raj Kumar Prasad,109,"4,287",2.9%,Independent,
4,4,Gallu Chaudhari,109,"4,242",2.8%,Communist Party Of India,
5,5,Santosh Chaudhary,103,"3,995",2.7%,Independent,
6,6,Shailesh Kushawaha,103,"3,873",2.6%,Bahujan Samaj Party,
7,7,Punyadev Prasad,94,"2,949",2.0%,Independent,
8,8,Nawal Kishor Pathak,94,"2,231",1.5%,Shiv Sena,
9,9,Ratan Kumar Sarkar,85,"1,452",1.0%,Independent,
10,10,Sanjay Kumar Kushwaha,85,"1,384",0.9%,Samajwadi Party,
11,11,Shankar Chaudhari,85,"1,108",0.7%,Garib Janta Dal (Secular),
12,12,Radhakrishna Prasad,85,925,0.6%,Jharkhand Mukti Morcha,
13,13,Priya Ranjan,85,906,0.6%,Independent,
14,14,Islam,85,870,0.6%,Independent,
15,15,Hamid Ali,85,660,0.4%,Rashtriya Jankranti Party,
