x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Satyadeo Ram,6015,"49,576",33.6%,Communist Party Of India (Marxist-Leninist) (Liberation),
2,2,Ramayan Manjhi,6015,"39,992",27.1%,Bharatiya Janta Party,
3,3,Parmatma Ram,3618,"37,345",25.3%,Rashtriya Janata Dal,
4,4,Chandrama Prasad,211,"8,760",5.9%,Independent,
5,5,Mira Devi,136,"2,593",1.8%,Independent,
6,6,Bimalesh Kumar Ram,125,"1,697",1.2%,Bahujan Samaj Party,
7,7,Manoj Ram,125,"1,617",1.1%,Jammu & Kashmir National Panthers Party,
8,8,Ram Ek Bal Baitha,125,"1,564",1.1%,Swatantra Samaj Party,
