x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ram Balak Singh,2000,"57,882",39.8%,Janata Dal (United),
2,2,Ram Deo Verma,2000,"40,647",27.9%,Communist Party Of India (MARXIST),
3,3,Ramesh Kumar Roy,800,"32,261",22.2%,Lok Jan Shakti Party,
4,4,Sanjeev Kumar,200,"3,559",2.4%,Rashtravadi Janata Party,
5,5,Amarjeet Thakur,200,"2,447",1.7%,Independent,
6,6,Prithvi Nath Prasad,200,"1,857",1.3%,Bharat Deshbhakt Party,
7,7,Amresh Jha Alias Viddu Jha,200,"1,304",0.9%,Independent,
8,8,Rahmat Husain,200,"1,181",0.8%,Bahujan Samaj Party,
