x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Niranjan Kumar Mehta,1200,"78,361",45.3%,Janata Dal (United),
2,2,Ravindra Charan Yadav,1200,"49,108",28.4%,Bharatiya Janta Party,
3,3,Swet Kamal,200,"12,218",7.1%,Jan Adhikar Party (Loktantrik),
4,4,Brahamchari Vishnu Prabhakar,200,"4,915",2.8%,Independent,
5,5,Nikhil Kumar Jha,200,"4,653",2.7%,Communist Party Of India,
6,6,Shanti Devi,200,"4,339",2.5%,Independent,
7,7,Manoj Kumar Yadav,200,"4,318",2.5%,Independent,
8,8,Khwaja Gulam Husain,200,"3,520",2.0%,Independent,
9,9,Pratibha Kumari,200,"1,859",1.1%,Bahujan Samaj Party,
10,10,Bebi Devi,200,"1,541",0.9%,Independent,
11,11,Mithilesh Kumar Mehta,200,"1,292",0.8%,Jharkhand Mukti Morcha,
12,12,Abhay Chandra Jha,200,"1,287",0.7%,Shiv Sena,
13,13,Kamlesh Mehta,200,"1,149",0.7%,Independent,
14,14,Navin Kumar Mehta,200,868,0.5%,Bharat Vikas Morcha,
15,15,Kaushal Kumar,200,841,0.5%,Bharatiya Jan Kranti Dal (Democratic),
