x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Aruna Devi,2200,"85,912",51.2%,Bharatiya Janta Party,
2,2,Pradip Kumar,2200,"66,385",39.6%,Janata Dal (United),
3,3,Ram Kishore Sharma,200,"3,548",2.1%,Communist Party Of India,
4,4,Rajiv Kumar,200,"3,118",1.9%,Jan Adhikar Party (Loktantrik),
5,5,Sindhu Sharma,200,"2,822",1.7%,Independent,
6,6,Saroj Kumar,200,"1,185",0.7%,Bahujan Samaj Party,
