x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Shakeel Ahmad Khan,20400,"56,141",35.5%,Indian National Congress,
2,2,Chander Bhushan Thakur,20400,"50,342",31.8%,Bharatiya Janta Party,
3,3,Himraj Singh,600,"23,665",14.9%,Nationalist Congress Party,
4,4,Ashok Kumar Mehta,400,"8,670",5.5%,Independent,
5,5,Firoz Alam,200,"2,672",1.7%,Independent,
6,6,Dinesh Insan,200,"2,439",1.5%,Sarvajan Kalyan Loktantrik Party,
7,7,Ram Prasad Mahli,200,"2,056",1.3%,Independent,
8,8,Ashish Kumar Singh,200,"1,700",1.1%,Independent,
9,9,Vidhanand Mandal,200,"1,369",0.9%,Bahujan Samaj Party,
10,10,Md Shahid Hussain,200,"1,171",0.7%,Jan Adhikar Party (Loktantrik),
11,11,Tensar Roy,200,"1,096",0.7%,Independent,
12,12,Md Meraj Alam,200,993,0.6%,Ittehad-E-Millait Council,
13,13,Anwar Alam,200,989,0.6%,Independent,
14,14,Ram Vilas Roy,200,953,0.6%,Kisan Shakti Jantantrik Party,
15,15,Manoranjan Prasad Das,200,703,0.4%,Shiv Sena,
16,16,Shankar Ray,200,580,0.4%,Independent,
17,17,Murli Kumar Mandal,200,502,0.3%,Bahujan Mukti Party,
18,18,Madan Lal Ray,200,395,0.3%,Jharkhand Mukti Morcha,
