x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Arun Kumar Sinha,600,"87,792",56.3%,Bharatiya Janta Party,
2,2,Aquil Haider,600,"50,517",32.4%,Indian National Congress,
3,3,Sumit Ranjan Sinha,200,"3,123",2.0%,Shiv Sena,
4,4,Ajay Verma,200,"2,964",1.9%,Independent,
5,5,Manoj Kumar,200,"1,384",0.9%,Communist Party Of India (MARXIST),
6,6,Mohan Prasad,200,"1,132",0.7%,Communist Party Of India,
7,7,Ram Pravesh Nishad,200,949,0.6%,Sarvajan Kalyan Loktantrik Party,
8,8,Ramesh Chandra,200,879,0.6%,Proutist Bloc India,
9,9,Brajesh Mishra,200,743,0.5%,Independent,
10,10,Shobha Rani Sinha,200,586,0.4%,Independent,
11,11,Shatrudhan Prasad (MOHALLA - JALKANDARBAG),200,457,0.3%,Samajwadi Party,
12,12,Mohammad Seraj Ahmad,200,389,0.3%,Bharatiya Momin Front,
13,13,Suresh Kumar Mehta,200,285,0.2%,Bahujan Samaj Party,
14,14,Uday Shankar Prasad,200,285,0.2%,Independent,
15,15,Umesh Prasad Chandel,200,257,0.2%,Rashtriya Janshanti Party,
16,16,Subodh Kumar,200,246,0.2%,Garib Janta Dal (Secular),
17,17,Shatrudhan Prasad (MOHALLA - POSTAL PARK),200,234,0.2%,Bhartiya Jan Hitkari Party,
18,18,Madhu Srivastava,200,220,0.1%,Lok Awaz Dal,
19,19,Dr. Sidheshwar Prasad,200,216,0.1%,Independent,
20,20,Shatrudhan Shahni,200,208,0.1%,Independent,
21,21,Er. B. N. Singh,200,204,0.1%,Janhit Dal,
22,22,Balram Roy,200,197,0.1%,Public Mission Party,
23,23,Shashi Kumar Singh,200,191,0.1%,Bharat Vikas Morcha,
24,24,Renu Kushwaha,200,176,0.1%,Independent,
25,25,Bhajan Kumar,200,175,0.1%,Independent,
26,26,Mukesh Kumar,200,169,0.1%,Independent,
27,27,Purushottam Kumar,200,165,0.1%,Akhil Bharat Hindu Mahasabha,
28,28,Er. Kumar Raunak,200,159,0.1%,Loktantrik Janata Party (Secular),
29,29,Anuradha Devi,200,157,0.1%,Jawan Kisan Morcha,
30,30,Binod Prasad,200,156,0.1%,Independent,
31,31,Nitin Prakash,200,151,0.1%,Gareeb Aadmi Party,
32,32,Usha Devi,200,149,0.1%,Krantikari Vikas Dal,
33,33,Ashok Kumar Keshri,200,149,0.1%,Rashtra Sewa Dal,
34,34,Hare Krishna Prasad,200,143,0.1%,Independent,
