x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jitan Ram Manjhi,800,"79,389",52.9%,Hindustani Awam Morcha (Secular),
2,2,Uday Narain Choudhary,800,"49,981",33.3%,Janata Dal (United),
3,3,Raghuni Ram Shastri,200,"4,297",2.9%,Shoshit Samaj Dal,
4,4,Lalan Kumar,200,"3,624",2.4%,Sarvajan Kalyan Loktantrik Party,
5,5,Mathura Paswan,200,"2,732",1.8%,Bahujan Samaj Party,
6,6,Ram Khelawan Chaudhry,200,"2,491",1.7%,Aap Aur Hum Party,
7,7,Shankar Paswan,200,"2,109",1.4%,Communist Party Of India (Marxist-Leninist) (Liberation),
