x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jagdeep Singh,600,"65,814",58.4%,Aam Aadmi Party,
2,2,Avtar Singh Hit,600,"39,318",34.9%,Bharatiya Janta Party,
3,3,Chander Parkash,200,"6,221",5.5%,Indian National Congress,
4,4,Jai Prakash Manav,200,559,0.5%,Bahujan Samaj Party,
5,5,Baljeet Kaur,200,152,0.1%,Shiv Sena,
