x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Shiv Charan Goel,1515,"60,223",53.1%,Aam Aadmi Party,
2,2,Subhash Sachdeva,1515,"45,002",39.7%,Bharatiya Janta Party,
3,3,Raj Kumar Maggo,83,"6,111",5.4%,Indian National Congress,
4,4,Avinash Gupta,59,666,0.6%,Bahujan Samaj Party,
5,5,Sanjeev Diwan,59,566,0.5%,Independent,
6,6,Sanjeev Gupta,59,321,0.3%,Independent,
