x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Naresh Balyan,1000,"85,881",52.0%,Aam Aadmi Party,
2,2,Pawan Sharma,1000,"55,462",33.6%,Bharatiya Janta Party,
3,3,Mukesh Sharma,200,"20,703",12.5%,Indian National Congress,
4,4,Abdul Hamid Barshid,200,884,0.5%,Bahujan Samaj Party,
5,5,B. K. Jha,200,332,0.2%,Independent,
6,6,Narender Kumar,200,295,0.2%,Independent,
7,7,Jagpal Singhal,200,259,0.2%,Kalyankari Jantantrik Party,
8,8,Naresh Kumar,200,228,0.1%,Independent,
9,9,Sachin Kapoor,200,226,0.1%,Independent,
10,10,Faqir Chand Verma,200,142,0.1%,Independent,
11,11,Shyam Bharteey,200,96,0.1%,Gareeb Aadmi Party,
