x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Nitin Tyagi,20363,"58,229",42.6%,Aam Aadmi Party,
2,2,B. B. Tyagi,20363,"53,383",39.0%,Bharatiya Janta Party,
3,3,Dr. Ashok Kumar Walia,345,"23,627",17.3%,Indian National Congress,
4,4,Kavita Narain,78,687,0.5%,Bahujan Samaj Party,
5,5,Vimal Kumar Saxena,78,270,0.2%,Independent,
6,6,Sarvendra Singh Pal,78,165,0.1%,Nationalist Congress Party,
7,7,Zaheer Abbasi,78,68,0.1%,Republican Party Of India,
