x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Pankaj Pushkar,1200,"64,477",51.1%,Aam Aadmi Party,
2,2,Rajni Abbi,1200,"43,830",34.7%,Bharatiya Janta Party,
3,3,Surinder Pal Singh,200,"14,642",11.6%,Indian National Congress,
4,4,Manoj,200,592,0.5%,Bahujan Samaj Party,
5,5,Harjinder Singh,200,581,0.5%,Independent,
6,6,Sanjeev Kumar Rana,200,542,0.4%,Communist Party Of India,
7,7,Chand Miya,200,448,0.4%,Independent,
8,8,Savita Chaudhary,200,170,0.1%,Independent,
9,9,Gunjan Kumar,200,129,0.1%,Independent,
10,10,Shesh Nath Goswami,200,119,0.1%,Akhil Bhartiya Sudhar Party,
11,11,Ramesh,200,99,0.1%,Rashtriya Ekta Party,
12,12,Paras Nath Yadav,200,61,0.1%,Bhartiya Janta Dal (Integrated),
13,13,Vidya,200,52,0.0%,Prajatantrik Samajvadi Party,
