x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Saurabh Bharadwaj,1600,"57,589",53.3%,Aam Aadmi Party,
2,2,Rakesh Kumar Gullaiya,1600,"43,006",39.8%,Bharatiya Janta Party,
3,3,Sharmistha Mukherjee,200,"6,102",5.7%,Indian National Congress,
4,4,Aditya,200,239,0.2%,Bahujan Samaj Party,
5,5,Ashok Kumar,200,238,0.2%,Samaj Parivartan Party,
6,6,Sanjay Khatri,200,228,0.2%,Independent,
7,7,Rohit Tyagi,200,116,0.1%,Nationalist Congress Party,
8,8,Ashok Kumar Sharma,200,76,0.1%,Shiv Sena,
