x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Raghuvinder Shokeen,466,"83,259",54.6%,Aam Aadmi Party,
2,2,Manoj Kumar Shokeen,466,"46,235",30.3%,Bharatiya Janta Party,
3,3,Dr. Bijender Singh,117,"15,756",10.3%,Indian National Congress,
4,4,Narender Bindal,68,"3,323",2.2%,Independent,
5,5,Kulwant Rai Bansal,61,"1,173",0.8%,Bahujan Samaj Party,
6,6,Sandeep Khatik,61,538,0.4%,Janata Dal (United),
7,7,Raghvender Singh,61,410,0.3%,Independent,
8,8,Mahesh Kumar,61,289,0.2%,Independent,
9,9,Adarsh Sharma,61,280,0.2%,Purvanchal Mahapanchayat,
10,10,Anil,61,139,0.1%,Independent,
11,11,Hari Shankar Sharma,61,131,0.1%,All India Forward Bloc,
12,12,Dharam Pal Bhilwara,61,103,0.1%,Hind Congress Party,
13,13,Rohtash Singh,61,102,0.1%,Sathi Aur Aapka Faisala Party,
14,14,Dr. Tarun Kumar,61,62,0.0%,Vishva Shakti Party,
15,15,Ratan Lal Gupta (ADVOCATE),61,58,0.0%,Delhi Janta Party,
