x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sarita Singh,8400,"62,209",46.0%,Aam Aadmi Party,
2,2,Jitender Mahajan,8400,"54,335",40.1%,Bharatiya Janta Party,
3,3,Vipin Sharma,200,"15,548",11.5%,Indian National Congress,
4,4,Praveen Bansal,200,"2,115",1.6%,Bahujan Samaj Party,
5,5,Atul Kumar,200,243,0.2%,Garib Raj Party,
6,6,Raisuddin,200,191,0.1%,Independent,
7,7,Pawan Kumar,200,87,0.1%,J & K National Panthers Party,
8,8,Rajendra Kumar,200,85,0.1%,Rashtriya Bahujan Congress Party,
9,9,Naresh Kumar,200,67,0.1%,Independent,
10,10,Rajeev Sohi,200,65,0.1%,Shiv Sena,
