x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Shri Dutt Sharma,7800,"60,906",45.0%,Aam Aadmi Party,
2,2,Sahab Singh Chauhan,7800,"52,813",39.0%,Bharatiya Janta Party,
3,3,Bhisham Sharma,400,"18,892",14.0%,Indian National Congress,
4,4,Ranjeet Singh Chaudhary,200,"1,314",1.0%,Bahujan Samaj Party,
5,5,Altaf Husain,200,770,0.6%,Janata Dal (United),
6,6,Rajiv Kumar,200,150,0.1%,Samras Samaj Party,
7,7,Naveen Tiwari,200,129,0.1%,Shiv Sena,
