x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Fateh Singh,600,"71,240",48.7%,Aam Aadmi Party,
2,2,Ranjeet Singh,600,"39,272",26.9%,Bharatiya Janta Party,
3,3,Surendra Kumar,400,"30,080",20.6%,Bahujan Samaj Party,
4,4,Ku. Rinku,200,"3,344",2.3%,Indian National Congress,
5,5,Mange Ram,200,"1,241",0.9%,Bhartiya Sarvodaya Party,
6,6,Manoj Kumar,200,384,0.3%,Garib Raj Party,
7,7,Veer Pal Singh,200,153,0.1%,Independent,
