x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Pawan Kumar Sharma,800,"54,026",51.4%,Aam Aadmi Party,
2,2,Ram Kishan Singhal,800,"33,285",31.6%,Bharatiya Janta Party,
3,3,Mukesh Kumar Goel,200,"15,341",14.6%,Indian National Congress,
4,4,Vijay Kumar Aggarwal,200,694,0.7%,Independent,
5,5,Ramniwas,200,679,0.7%,Bahujan Samaj Party,
6,6,Lal Singh,200,263,0.3%,Independent,
7,7,Sunil,200,194,0.2%,Independent,
8,8,Naresh Kumar Choubey,200,108,0.1%,Bharatiya Jan Kranti Dal (Democratic),
9,9,Suman,200,73,0.1%,Republican Party Of India (A),
10,10,Krishna Kumar Singh,200,61,0.1%,Bhartiya Janta Dal (Integrated),
