x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jarnail Singh,3981,"54,916",46.6%,Aam Aadmi Party,
2,2,Manjinder Singh Sirsa,3981,"44,880",38.0%,Shiromani Akali Dal,
3,3,A Meenakshi Chandela A,180,"14,167",12.0%,Indian National Congress,
4,4,Gurbaksh Singh,82,"1,706",1.5%,Shiv Sena,
5,5,Moin Khan,73,384,0.3%,Bahujan Samaj Party,
6,6,Jarnail Singh,73,382,0.3%,Independent,
7,7,Jarnail Singh,73,280,0.2%,Independent,
8,8,Sumit,73,240,0.2%,Independent,
9,9,Suman Chandila,73,101,0.1%,Independent,
10,10,Lokesh,73,88,0.1%,Independent,
11,11,Livis Chandela,73,74,0.1%,Independent,
12,12,Praveen Kumar,73,39,0.0%,Independent,
13,13,Jasvindra Singh,73,36,0.0%,Independent,
14,14,Bhagat Singh,73,29,0.0%,Independent,
