x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Mahinder Yadav,192,"132,437",62.5%,Aam Aadmi Party,
2,2,Sanjay Singh,192,"54,772",25.9%,Bharatiya Janta Party,
3,3,Nand Kishore,79,"19,540",9.2%,Indian National Congress,
4,4,Radhey Shyam,48,"2,139",1.0%,Bahujan Samaj Party,
5,5,Bharti Seth,48,"1,106",0.5%,Independent,
6,6,Mohd. Naeem,48,291,0.1%,Nationalist Congress Party,
7,7,Sushila Davi,48,283,0.1%,Independent,
8,8,Anshu Kumar,48,252,0.1%,Gareeb Aadmi Party,
9,9,Monchi,48,192,0.1%,Azad Mazdoor Kissan Party,
