x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,D. V. Sadananda Gowda,18516,"384,760",48.7%,Bharatiya Janta Party, AC View
2,2,M Veerappa Moily,18516,"351,345",44.5%,Indian National Congress, AC View
3,3,A K Subbaiah,107,"39,774",5.0%,Janata Dal (Secular), AC View
4,4,Rohit Kumar Joshi,83,"15,693",2.0%,Kannada Nadu Party, AC View
