x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Patel Harilal Madhavjibhai (HARIBHAI PATEL),177298,"229,113",46.7%,Bharatiya Janta Party, AC View
2,2,Radadiya Vithalbhai Hansrajbhai,177298,"223,410",45.6%,Indian National Congress, AC View
3,3,Mavani Ajaybhai Vrujlal,97,"14,064",2.9%,Independent, AC View
4,4,Tukadiya Gordhan Rajabhai,90,"8,907",1.8%,Independent, AC View
5,5,Bhutiya Keshavbhai Aebhabhai,90,"7,300",1.5%,Bahujan Samaj Party, AC View
6,6,Bandiya Madhubhai Meghabhai,82,"4,277",0.9%,Independent, AC View
7,7,Mansukhbhai Sundarji Dhokai,82,"3,409",0.7%,Independent, AC View
