x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,"Ramachandran Gingee, N.",800,"394,903",56.3%,Marumalarchi Dravida Munnetra Kazhagam, AC View
2,2,Rajalakshmi. R,800,"243,470",34.7%,All India Anna Dravida Munnetra Kazhagam, AC View
3,3,Punniyakotti. P,200,"23,609",3.4%,Janata Dal (United), AC View
4,4,Vinayagam. S,200,"14,473",2.1%,Independent, AC View
5,5,Subramanian. A V,200,"5,451",0.8%,Bahujan Samaj Party, AC View
6,6,Manickam. C,200,"5,136",0.7%,Jharkhand Party, AC View
7,7,Ranjith Kumar. M,200,"3,705",0.5%,Independent, AC View
8,8,Rajalakshmi.,200,"3,561",0.5%,Independent, AC View
9,9,Munusamy. M,200,"1,951",0.3%,Independent, AC View
10,10,Babu. M,200,"1,514",0.2%,Independent, AC View
11,11,Nagarajan. D,200,"1,380",0.2%,Independent, AC View
12,12,Ezhilmaran. M,200,"1,194",0.2%,Independent, AC View
13,13,Govindarasu. U,200,"1,077",0.2%,Independent, AC View
14,14,Anbalagan. R,200,993,0.1%,Independent, AC View
15,15,Kannan. M,200,852,0.1%,Independent, AC View
