x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Patil Shriniwas Dadasaheb,403,"436,732",61.2%,Nationalist Congress Party, AC View
2,2,Mankumare Vasant Dnyandev,403,"240,002",33.6%,Shiv Sena, AC View
3,3,Adv. Kamble Prabhakar Mansing,63,"17,361",2.4%,Bahujan Samaj Party, AC View
4,4,Anandrao Tukaram Thorat,56,"12,040",1.7%,Independent, AC View
5,5,Jadhav Balikrishna Alias Balasaheb Bhimrao,54,"8,388",1.2%,Rashtriya Samaj Paksha, AC View
