x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,A. F. Golam Osmani,3600,"266,972",35.0%,Indian National Congress, AC View
2,2,Kumar Deepak Das,3600,"198,847",26.1%,Asom Gana Parisad, AC View
3,3,Ranjit Thakuria,600,"111,058",14.6%,Bharatiya Janta Party, AC View
4,4,Dr. Tara Prasad Das,400,"72,583",9.5%,Independent, AC View
5,5,Abdus Samad Ahmed,400,"53,072",7.0%,"United Minorities Front, Assam", AC View
6,6,Manoranjan Talukdar,400,"48,607",6.4%,Communist Party Of India (MARXIST), AC View
7,7,Abdus  Salam,200,"5,583",0.7%,Lok Jan Shakti Party, AC View
8,8,Syed Nurur Rohman,200,"3,021",0.4%,Samajwadi Party, AC View
9,9,Jilane Hoque Laskar,200,"2,938",0.4%,Independent, AC View
