x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Bijoy Krishna Handique,4700,"223,624",33.5%,Indian National Congress, AC View
2,2,Drupad Borgohain,4700,"172,332",25.8%,Communist Party Of India, AC View
3,3,Dayananda Borgohain,2148,"149,820",22.4%,Bharatiya Janta Party, AC View
4,4,Dulal Chandra Baruah,588,"93,353",14.0%,Asom Gana Parisad, AC View
5,5,Raj Kumar Dowara,156,"16,691",2.5%,Revolutionary Communist Party Of India (RASIK BHATT), AC View
6,6,Joyram Mout,147,"11,015",1.6%,Samata Party, AC View
