x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Atma Singh Gill,4375,"349,397",41.5%,Indian National Congress, AC View
2,2,Dr. Sushil Indora,4375,"277,922",33.0%,Indian National Lok Dal, AC View
3,3,Mahavir Parshad,316,"115,128",13.7%,Bharatiya Janta Party, AC View
4,4,Rair Chand,155,"46,059",5.5%,Haryana Vikas Party, AC View
5,5,Dr. Ramesh Bhukal,121,"24,448",2.9%,Bahujan Samaj Party, AC View
6,6,Vikaramjit,106,"13,132",1.6%,Independent, AC View
7,7,Ami Lal,104,"10,823",1.3%,Rashtriya Vikas Party, AC View
8,8,Desraj,94,"4,773",0.6%,Independent, AC View
