x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Vijayendrapal Singh,3315,"317,292",51.3%,Bharatiya Janta Party, AC View
2,2,Kailash Vyas,3315,"256,640",41.5%,Indian National Congress, AC View
3,3,Mubariq,90,"24,896",4.0%,Independent, AC View
4,4,Ramgopal Jonwal,84,"20,868",3.4%,Bahujan Samaj Party, AC View
