x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Chandra Sekhar Sahu,6273,"355,973",49.5%,Indian National Congress, AC View
2,2,Anadi Sahu,6273,"304,316",42.3%,Bharatiya Janta Party, AC View
3,3,Jaganath Patro,100,"34,032",4.7%,Independent, AC View
4,4,K . Shyambabu Subudhi,93,"25,058",3.5%,Independent, AC View
