x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jaipal Reddy Sudini,611,"572,169",59.5%,Indian National Congress, AC View
2,2,Vangala Swamy Goud,611,"355,262",37.0%,Telugu Desam, AC View
3,3,Marry Nehemiah,58,"9,566",1.0%,Independent, AC View
4,4,Sarasani Damodar Reddy,58,"9,456",1.0%,Independent, AC View
5,5,Yanala Narsi Reddy,58,"8,166",0.8%,Independent, AC View
6,6,Varikuppala Venkanna,58,"7,980",0.8%,Marxist Communist Party Of India (S.S.SRIVASTAVA), AC View
