x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Paty Ripple Kyndiah,800,"190,058",51.7%,Indian National Congress, AC View
2,2,S. Loniak Marbaniang,800,"119,162",32.4%,Independent, AC View
3,3,Sanbor Swell Lyngdoh,200,"58,560",15.9%,Bharatiya Janta Party, AC View
