x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Chaurey Bapu Hari,96373,"210,714",46.3%,Indian National Congress, AC View
2,2,Gavit Ramdas Rupla,96373,"202,949",44.6%,Bharatiya Janta Party, AC View
3,3,Dr. Barde Machhindranath Suryabhan,119,"23,776",5.2%,Independent, AC View
4,4,Engg. Jadhav Govind Shankar,109,"18,132",4.0%,Bahujan Samaj Party, AC View
