x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Nizamoddin,791032,"419,744",48.5%,Indian National Congress, AC View
2,2,B.K.Pardhasarathi,791032,"417,904",48.3%,Telugu Desam, AC View
3,3,B. Surender Kumar,83,"16,907",2.0%,Telangana Rashtra Samithi, AC View
4,4,Smt Desai Reddy Prabhavathi,83,"13,508",1.6%,Independent, AC View
