x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ram Vilas Paswan,328,"477,495",61.7%,Lok Jan Shakti Party, AC View
2,2,Chhedi Paswan,328,"239,694",31.0%,Janata Dal (United), AC View
3,3,Chandeshwar Das,64,"16,146",2.1%,Bahujan Samaj Party, AC View
4,4,Ram Sundar Das,62,"14,801",1.9%,Samajwadi Janata Party (RASHTRIYA), AC View
5,5,Lalan Ram,57,"8,322",1.1%,Independent, AC View
6,6,Jitendra Kumar,57,"8,065",1.0%,Jharkhand Party, AC View
7,7,Laxman Paswan,57,"4,753",0.6%,Apna Dal, AC View
8,8,Uttam Choudhary Unnat,57,"4,321",0.6%,Janata Dal (Secular), AC View
