x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dushyant Singh,1600,"303,845",53.6%,Bharatiya Janta Party, AC View
2,2,Sanjay Gurjar,1600,"222,266",39.2%,Indian National Congress, AC View
3,3,Jakir Husen,200,"25,164",4.4%,Independent, AC View
4,4,Ratan Lal,200,"16,336",2.9%,Bahujan Samaj Party, AC View
